file,matched_bigrams,sentence
BA_2013Q1.txt,['noise emission'],furthermore the value proposition of the 787 and its game change economic fuel efficiency low noise and emission and unmatched passenger comfort have emerge fully intact and we look forward to reconnecte airline and their passenger to the 787 ’s remarkable benefit in the come day and week
BA_2013Q1.txt,['law early'],as anticipate first quarter eps include $ 0.19 from the 2012 research and development tax credit that be pass into law early this year
BA_2013Q1.txt,['efficient airplane'],customer demand for game change fuel efficient airplane remain strong as illustrate by an additional 121 737 max order and 42 787 order in the quarter
BA_2013Q1.txt,['battery solution'],with a strong first quarter behind we and implementation of the 787 battery solution well underway we remain committed to the goal we initially set for 2013
BA_2013Q1.txt,['make clean'],how should we think about pricing during that period of time and margin on the aircraft and then the mix of production will you overlap or make something of a clean break between the two in that timeframe
BA_2013Q1.txt,['battery swap'],we ’ve get 25 airplane that be on the ramp today that be complete out of final assembly five in charleston and 20 in everett that be essentially wait for the battery to be swap out
BA_2013Q2.txt,['helicopter support'],numerous important contract award be capture during the quarter include five commercial satellite order and a strategic international helicopter support contract
BA_2013Q2.txt,['efficient airplane'],customer demand for our game change fuel efficient airplane remain strong as illustrate by the additional 246 737 max order and 50 787 10 order in the quarter
BA_2013Q3.txt,['reduce dispatch'],the 787 be we ’re make good progress at reduce those dispatch reliability issue and we be work very closely with each and every customer to do that
BA_2013Q3.txt,['efficient airplane'],"customer demand for our game change fuel efficient airplane remain strong as illustrate by the additional 136,737 max order and 49,787 order in the quarter"
BA_2014Q2.txt,['efficient airplane'],in addition to growth drive demand we continue to experience and foresee sustain high replacement demand where new more efficient airplane offer compelling economic and a rapid return on investment compare to keep old less efficient airplane in service
BA_2014Q2.txt,['senate appropriation'],we be encourage by the action take in both the house and senate appropriation committee with regard to additional p-8s apache and ea-18 g aircraft
BA_2014Q2.txt,['play meet'],on the r&d certainly you know we will peak out here on r&d on the max in about 2015 obviously 787 9 ramp down but -10 ramp up and then feather in 777x and -10 in there so we ’re continue to look at those profile over the next couple of year and how they will play out in meet our entry into service date
BA_2014Q4.txt,['efficient airplane'],replacement demand remain an important market driver with airline continue to introduce new more efficient airplane with superior economic and a rapid return on investment in place of old less efficient model and service
BA_2014Q4.txt,['provide city'],this airplane open up city pair that be previously unavailable and i be estimate that around 20 of the demand stem from the capacity it provide between these city pair due to its performance
BA_2014Q4.txt,['reliability upgrade'],we be maintain high labor level to ensure stability and incorporate the reliability upgrade i mention early
BA_2014Q4.txt,['efficient unit'],it ’ all around again be more efficient on each unit in capture additional unit cost
BA_2015Q1.txt,['launch electric'],noteworthy program milestone in the quarter include launch the first two all electric propulsion satellite double stack on a single rocket and break ground on the crew access tower which will support the commercial crew program replicate a good practice to bolster performance on development program by establish a single unified defense and space development program organization
BA_2015Q1.txt,['efficient airplane'],the rapid return on investment from new more efficient airplane remain a compelling factor in purchase decision even if the fuel price environment remain well below the 15 year average
BA_2015Q4.txt,['efficient airplane'],the rapid return on investment from new more efficient airplane remain a compelling factor in purchase decision in a fuel environment that be well below the 15 year average as evidence by the purchase decision announce just last week by southwest and united airlines
BA_2016Q1.txt,['energy marketplace'],but generally when we look at order volume and energy in the marketplace we would say book to bill of about one and continue healthy opportunity around the globe most of that again drive by passenger growth and replacement demand from our customer the lesser of that drive by cargo
BA_2016Q2.txt,['program clean'],we have get all four test aircraft in the air more than 300 hour on the airplane and the performance be look solid and the development program be clean
BA_2016Q3.txt,['program clean'],whereas in the past we might have have peak and valley we have a much more consistent steady r&d profile go forward think about the portfolio of development program and clean execution
BA_2016Q4.txt,['generation largely'],the robust cash generation be largely drive by solid core operating performance for the full year and a slight impact from favorable timing of receipt and expenditure at year end
BA_2016Q4.txt,['efficient airplane'],it be the most efficient airplane in the marketplace in that seat range and we be very confident of our ability to compete and win in the marketplace and we be go to continue to drive affordability progress again internally to make we even more competitive
BA_2017Q1.txt,['example wind'],"in my opening comment i give you an example on our wind solution profile that now have more than a dozen commercial customer cover more than 1,000 aircraft on that subscription service"
BA_2017Q4.txt,['generation largely'],the robust cash generation be largely drive by strong operating performance across all business
BA_2018Q1.txt,['world population'],and by our estimate less than 20 of the world 's population have even take a single flight in their life
BA_2018Q3.txt,['pass quality'],we continue to see improvement in first pass quality and champion time be set across the board
BA_2018Q3.txt,['world population'],less than 20 of the world 's population have yet take a single flight
BA_2018Q4.txt,['generation largely'],the robust cash generation be largely drive by high volume and strong operating performance across the business
BA_2019Q1.txt,['focus safely'],as we continue to work through these step and as previously announce we adjust the 737 production system temporarily from 52 aircraft per month to 42 per month to accommodate the pause in max delivery allow we to prioritize additional resource to focus on safely return the max to service
BA_2019Q1.txt,['replacement lead'],there also be more balance between airplane purchase for fleet growth and replacement lead to more stable purchasing pattern
BA_2019Q1.txt,['efficient airplane'],these new airplane will continue to stimulate growth and provide require replacement for old less efficient airplane
BA_2019Q3.txt,['lead certification'],in the upcoming day boeing will complete additional testing of this software update and conduct multiple simulator evaluation and review lead up to a certification flight with the faa onboard
BA_2019Q3.txt,['efficient airplane'],these new airplane will continue to stimulate growth and provide require replacement for old less efficient airplane
BA_2019Q3.txt,['vehicle work'],we have be work as we have be store airplane to ensure the health of those vehicle but we will be work tail number by tail number with our customer to ensure they can bring the fleet up back successfully and then get back to full revenue bear operation
BA_2020Q1.txt,['efficient airplane'],airplane that we plan to deliver this year will be 25 to 40 more fuel efficient than airplane that they ’re replace
BA_2020Q1.txt,['efficient airplane'],we continue to see our new max airplane create capacity for growth and provide require replacement for old less efficient airplane
BA_2020Q2.txt,['recovery ensure'],another important aspect of bridge to recovery be ensure the health of our supply chain
BA_2020Q2.txt,['efficient airplane'],replacement will not be uniform as airline will focus on the old and least efficient airplane to retire
BA_2020Q2.txt,['efficient airplane'],thousand of more fuel efficient airplane that we and our competitor have in backlog will make future fly even more environmentally sustainable and help we reach our industry 's emission reduction target
BA_2020Q2.txt,['efficient airplane'],airplane that we plan to deliver this year will be 25 to 40 more fuel efficient than the airplane they be replace
BA_2020Q2.txt,['efficient airplane'],we continue to see our 737 family of airplane create capacity for growth and provide require replacement for old less efficient airplane
BA_2020Q2.txt,['year governor'],so that be part of our math here but what greg say hold for most of the year next year the governor on rate be go to be the pace at which we sell that finish good inventory
BA_2020Q3.txt,"['aircraft design', 'air quality']",boeing aircraft be design to maximize cabin air quality use high efficiency particulate air or hepa filter that trap 99.9 of particulate
BA_2020Q3.txt,['building environment'],that compare to 2 to 5 time per hour in a typical building environment
BA_2020Q3.txt,['reduce air'],this period of reduce air travel underscore how fundamentally the aerospace industry be to the global economy to global trade and to global cooperation
BA_2020Q3.txt,['aircraft design'],and also in the quarter our t-7a red hawk advanced trainer earn the first eseries designator from the u.s. air force give to an aircraft that be design engineer build and test along a digital thread
BA_2020Q3.txt,['efficient airplane'],as our customer focus on retire their old and least efficient airplane new airplane will allow the industry to reduce emission and make future fly even more environmentally sustainable
BA_2020Q3.txt,['efficient airplane'],airplane that we plan to deliver this year will be as much as 25 to 40 more fuel efficient than the airplane they be replace
BA_2020Q3.txt,['efficiency environmental'],however our aircraft offer benefit in term of efficiency environmental performance and seat cost for many route
BA_2020Q4.txt,"['efficient airplane', 'efficient environment']",we expect this trend to continue as our customer focus on retire their old and least efficient airplane and replace they with new airplane that will be as much as 25 to 40 more fuel efficient and well for the environment
BA_2020Q4.txt,['aircraft design'],as part of our assessment we have make the decision to implement certain modification to the aircraft design
BA_2020Q4.txt,['actuator control'],our decision to make these modification which will involve firmware and hardware change to the actuator control electronic reflect our current judgment of global regulator compliance expectation
BA_2020Q4.txt,['focus safely'],navigate through this global pandemic and rebuild strong on the other side continue to be a key focus along with safely return the 737 to service worldwide build on our effort over the past two year
BA_2020Q4.txt,"['carbon emission', 'conservation renewable', 'renewable energy']",we achieve net zero carbon emission at our manufacturing and work site in 2020 by expand conservation and renewable energy use while tap into responsible offset for the remain greenhouse gas emission
BA_2020Q4.txt,['aircraft design'],our decision to implement certain modification to the aircraft design add time to the schedule and result in additional cost
BA_2020Q4.txt,['propulsion technology'],when you distinguish between advance and airframe and production advance do this mean that the next aircraft be not necessarily a platform to introduce a future propulsion technology like they be talk about in europe and therefore that the next plane would be conventionally power
BA_2020Q4.txt,['use sustainable'],i believe the next aircraft will be conventionally power and capable of use sustainable aviation fuel as they scale
BA_2021Q1.txt,['enhance sustainability'],we be enhance our sustainability disclosure and plan to release our first global equity diversity and inclusion report as well as our first integrate sustainability report this year
BA_2021Q1.txt,"['recognition energy', 'energy star']",we proudly announce our recognition as an energy star partner of the year for sustained excellence in energy conservation practice for the eleventh consecutive year
BA_2021Q1.txt,['issue air'],because to be fair 73 have issue 78 have issue 777x have issue 747 8 have issue kc-46 have issue air force one now have issue and the starliner have issue
BA_2021Q2.txt,"['lower carbon', 'carbon emission']",these new 737 airplane be design to improve the customer experience while significantly lower carbon emission per seat
BA_2021Q2.txt,['use sustainable'],early this month we also announce a partnership with skynrg focus on advance the availability and use of sustainable aviation fuel or saf globally
BA_2021Q2.txt,"['efficient airplane', 'reduction emission']",we anticipate this trend will continue as our customer focus on replace the old least efficient airplane with new airplane that will be as much as 25 to 40 more fuel efficient with corresponding reduction in emission
BA_2021Q2.txt,['meet sustainability'],that next airplane will have to meet some serious sustainability test
BA_2021Q2.txt,['efficient airplane'],for boeing it ’ about make this the most efficient airplane possible
BA_2021Q3.txt,['carbon emission'],we be also excited to participate in the ayada annual general meeting to discuss our path toward a more sustainable future and how we can support the aviation sector 's commitment to achieve net zero carbon emission by 2050
BA_2021Q3.txt,"['carbon emission', 'emission increase']",we anticipate this trend will continue as our customer modernize their fleet to reduce carbon emission and increase operational efficiency
BA_2021Q3.txt,"['reduction emission', 'emission compare']",the new airplane we deliver will be as much as 25%-40 more fuel efficient with commensurate reduction in emission compare to the airplane they replace
BA_2021Q3.txt,['sustainability goal'],and as air travel grow we be committed to reach sustainability goal and future guideline through government and industry partnership and a combination of technology policy and operational advance
BA_2021Q4.txt,['sustainability issue'],sustainability it be the one issue every customer want to talk to we about not with respect to 2050 or 2035 but they want to make sure that we have a program in place that will support they over that time frame and it be very important to every next order that we achieve
BA_2021Q4.txt,"['carbon emission', 'emission increase']",give this demand recovery our customer be increasingly focused on their medium term flight planning and continue to prioritize fleet modernization as an enabler to reduce carbon emission and increase operating efficiency
BA_2021Q4.txt,"['reduction emission', 'emission compare']",new airplane we deliver will be as much as 25 to 40 more fuel efficient with commensurate reduction in emission compare to the airplane they replace
BA_2021Q4.txt,['resource availability'],as you look to ramp both our production rate and delivery gain this year we will continue to monitor the impact of omicron on resource availability
BA_2021Q4.txt,['resource availability'],first quarter cash flow could look similar to the usage we see in q1 21 drive by unfavorable receipt timing excess advance payment burn down resource availability due to the omicron variant and normal seasonality
BA_2022Q1.txt,['recall public'],you will recall it be a public negotiation that happen quite some time ago
BA_2022Q1.txt,['resource availability'],we have experience some disruption to our production such as some supplier delay and resource availability include the impact of covid
BA_2022Q1.txt,['accountability act'],we be work closely with the faa on the implementation of aircraft certification safety and accountability act legislation and expect any necessary action to be define later this year
BA_2022Q1.txt,['meet specify'],the 777x recently showcase in dubai and singapore receive positive feedback meet all specify requirement
BA_2022Q4.txt,['propulsion technology'],and then the last major element have be the one that usually carry the day but in this case i think will simply contribute to a well day and that be propulsion technology big bypass ratio and you probably know a trust setup trust setup will create that opportunity to a far great extent than today 's wing simply because of the distance from the ground
BA_2022Q4.txt,['include autonomous'],our advance in vision system and technology include autonomous refueling be area we be heavily invest in and we see substantial growth potential with our customer
BA_2023Q1.txt,['level shut'],first we get to liquidate the 37 and 87 inventory level as well as shut down those shadow factory
BA_2023Q1.txt,['deliver clean'],they know the fix there they know the scope and they be go to start deliver clean one imminently
BA_2023Q3.txt,['security national'],we be proud of the role our product play in protect global security and national defense
BA_2023Q4.txt,['focus wind'],base on what we know today we expect another steady year of free cash flow drive by the 737 production at 38 per month ongoing execution of the 787 toward our long term objective continued liquidation of our 737 and 787 inventory and continue focus to wind down both shadow factory
BA_2024Q1.txt,['demand clean'],we be not go to rush it we will simply demand that they be clean
BA_2024Q1.txt,['progress clean'],i fully expect that as we enter the second half of the year we will see progress towards clean fuselage
BA_2024Q2.txt,['lead certification'],brian could you discuss the anticipated cash flow burn for that program in the quarter lead up to certification and initial delivery
BA_2024Q4.txt,['talk wind'],you talk about wind down the shadow factory but both of they i guess that be something that in the past we have talk about as a key enabler of enhanced profitability
BA_2025Q2.txt,['energy create'],the energy that they be create here and the focus on deliver to our customer meet commitment and execution be really pay off
BA_2025Q3.txt,['ice issue'],"with more than 3,000 hour of lab testing and analysis we now have a final depth of design change to permanently address the engine anti ice issue"
BA_2025Q3.txt,['navy award'],the u.s. navy award boeing contract total more than $ 400 million for the repair of the f-18 landing gear and outer wing panel
BA_2025Q3.txt,['recovery ensure'],it be enable and drive the plan improvement of our recovery and ensure that they be sustainable
CAT_2007Q1.txt,['engine electric'],we see strength in engine for electric power generation marine engine machine for infrastructure development particularly outside north america and machine for construction include housing outside north america
CAT_2007Q1.txt,['time emission'],for the first time during the emission model year changeover from 06 to 07 we decide to continue produce the 06 model until midnight on new year 's eve which we successfully do
CAT_2007Q3.txt,['engine electric'],the growth be drive by continued and significant strength in sale outside north america continued strength in a number of key global end market like mining oil and gas and engine for electric power generation marine and industrial application
CAT_2007Q3.txt,['gas boom'],from an end market perspective outside the united states almost everything be up and some end market like mining and oil and gas be boom
CAT_2007Q3.txt,['power marine'],the positive for sale include continue growth outside the u.s. continue strength in several global key end market like mining oil and gas electric power and marine and a significant reduction in the impact of decline dealer inventory particularly in north america
CAT_2007Q3.txt,['control engine'],we think our cost be pretty well under control in the engine
CAT_2007Q3.txt,['solar gas'],we have do it in our solar gas turbine division we have do it in brazil
CAT_2008Q2.txt,['energy machine'],energy machine in the energy sector be do very well
CAT_2008Q2.txt,['solar good'],solar have a good quarter
CAT_2008Q2.txt,['food energy'],currently inflation in the u.s. include food and energy be around 5 while compensation have rise about 3 slightly well at 3.2
CAT_2008Q3.txt,['energy overall'],we expect continue growth in sale relate to mining and energy overall on a global scale
CAT_2008Q3.txt,['energy reason'],we feel very good about mining and energy for several reason
CAT_2008Q3.txt,['energy support'],to summarize our outlook for sale and revenue a good business for mining and energy support by a long order board stable service relate business that we think will continue to grow in 09 and low growth in the develop world but it all net up to be in positive territory at close to $ 50 billion in 2009 about flat with our revenue in 2008
CAT_2008Q3.txt,['line electric'],we have new product come that will be very good for customer thing like our new electric drive tractor which we show this year at the con expo a new line of electric drive mining truck and c175 engine family
CAT_2008Q4.txt,['power marine'],for the company in total engine sale increase in all major industry that ’ oil and gas electric power marine industrial and even on highway which be come off very low volume in 2007
CAT_2009Q1.txt,['climate outlook'],now let us move to the business climate and our outlook for 2009
CAT_2009Q1.txt,['win gas'],and then in specific ge have announce a couple of big win in their conference call and i do not know if you compete directly on those win gas compression in china et cetera
CAT_2009Q1.txt,['solar example'],solar for example have a great business for 2009 and be get a good price
CAT_2009Q2.txt,['solar good'],solar be a good margin business
CAT_2009Q2.txt,['service solar'],our integrated service include everything from replacement part to after market service from solar to progress rail to logistic service etc
CAT_2009Q2.txt,['solar thing'],dealer inventory and probably a good quarter from solar would all be thing that would help
CAT_2009Q2.txt,['stimulus initiative'],as some of the stimulus initiative around the world it take a while for that money to actually get into the dirt if you will and contractor we have be visit with lately more work be begin to occur
CAT_2009Q3.txt,['power mean'],now we be simultaneously walk and chew gum here together work on a project to be ready to power up and that mean bring our supplier back online be sure we get good material availability leverage the great work that have be go on across our factory with the cat production system to get very good pull through on the volume side on the way up
CAT_2009Q4.txt,['relate epa'],r&d expense be expect to increase about 20 primarily to support product development program relate to epa tier 4 emission requirement
CAT_2009Q4.txt,['talk solar'],we talk about solar be down
CAT_2010Q1.txt,['primarily solar'],in the improvement that we ’ve see be primarily for solar than in latin america both oil and gas and electric power
CAT_2010Q1.txt,['end solar'],i would say on the short end solar would probably be it depend a lot on the product but in my last discussion with they i think on the short end it ’ about a six month lead time and on the long end a year for some of the big more complicated stuff
CAT_2010Q1.txt,"['talk solar', 'solar little']",we talk about solar a little bit ago and doug touch on the shale gas
CAT_2010Q1.txt,['emission come'],i assume you ’re basically hedge for the entire year in most of your major steel and as part of it with emission come next year you have high material cost
CAT_2010Q1.txt,['look solar'],the answer to the first question be if you look at solar just a couple of observation
CAT_2010Q1.txt,['emission year'],that ’s the very first pricing activity we would take for tier four emission and then over the next four year culminate with the big high horsepower stuff and locomotive and barge tier four be do
CAT_2010Q1.txt,['use regulation'],there ’ lot of way to use the regulation to the industry ’s benefit in there as well
CAT_2010Q2.txt,['solar like'],now realize though for product like solar and like mining the kind of the normal thought process the way we work with those customer they just have embed in they a much long lead time
CAT_2010Q2.txt,['solar kind'],but we already speak of solar kind of get back to the peak level pretty much this year already
CAT_2010Q2.txt,['solar versus'],do not seem to be as robust a number as what we be talk about in mining and solar versus prior peak
CAT_2010Q2.txt,['australian resource'],and what be the impact of the australian resource tax on mining order as you go through the quarter
CAT_2010Q3.txt,['driver touch'],can you step we through the driver and perhaps touch on why price increase have be low in engine where capacity utilization in most of your market be tight
CAT_2010Q3.txt,['change solar'],so i would not expect a major change in solar for the upcoming year
CAT_2010Q3.txt,['performance electric'],so in the engine market we observe a trend of strong performance in electric power and industrial sector alongside weakness in marine particularly in large ocean go vessel while the oil and gas sector remain neutral
CAT_2010Q4.txt,['economy engine'],while we predict positive growth for machinery sale in develop economy engine sale be expect to see only modest growth with certain segment decline
CAT_2011Q1.txt,['power marine'],next be power systems which encompass reciprocate engine and turbine across industry serve oil and gas electric power marine and industrial engine and our rail relate business include new locomotive from emd and rail services from progress rail
CAT_2011Q1.txt,['world prepare'],we be invest in capacity increase around the world to be prepare for 2012 and beyond include substantial investment in the united states
CAT_2011Q2.txt,['president resource'],so to talk about the strategic fit and some of the key decision that we have already make let i turn it over to steven wunning the group president for resource industries
CAT_2011Q2.txt,['yesterday president'],and yesterday i be with the president of one of the large india coal mine and he be very bullish on coal for many year
CAT_2012Q1.txt,['order electric'],recently engine order for electric power have be improve and we do expect the full year to be up slightly from 2011
CAT_2012Q1.txt,['government aggressive'],in brazil the government have be more aggressive
CAT_2012Q1.txt,['solar example'],solar for example which be a good chunk of our oil and gas business be for all practical purpose almost sell out for the year
CAT_2012Q1.txt,['gas reciprocate'],we be receive inquiry from nearly every customer segment about use natural gas in our reciprocate engine which we have be produce for 50 year
CAT_2012Q2.txt,['solar like'],we have business like solar like bucyrus where they have seasonally big fourth quarter they build a bit of inventory all year long they have a big fourth quarter that usually go down
CAT_2012Q2.txt,"['solar solar', 'solar good']",we do a lot of gas compression with solar and with solar we have a very good long term visibility
CAT_2012Q2.txt,['end electric'],and so certainly at the small end of electric power it will likely be a negative year
CAT_2012Q3.txt,['world population'],i mean the world ’s population be continue to go up more and more people be move into the middle class as standard of living improve
CAT_2013Q1.txt,['power construction'],the increase in power system and construction backlog more than offset decline for resource industries which be mostly mine
CAT_2013Q1.txt,['underlie power'],and last quick one the loss on that power project in the first quarter can you quantify it for we so we have some well understanding of the underlie power system margin for the quarter
CAT_2013Q2.txt,"['portion electricity', 'electricity generate', 'coal capacity']",coal make up a large portion of electricity generate in china and they continue to add coal fire capacity
CAT_2013Q4.txt,['power construction'],bottom line for the quarter resource industry be down but power system construction and financial product be all well than the fourth quarter of 2012
CAT_2013Q4.txt,['retroactively extend'],and if you do there ’ one fairly significant item you need to consider and that ’ that last year we have an $ 87 million favorable tax item in the first quarter and that be relate to the research and development tax credit that be retroactively extend in 2013 for 2012
CAT_2013Q4.txt,['gas boom'],but with the oil and gas boom the fracke boom around this country and elsewhere that have be a real stellar performer the last few year and i expect it to continue
CAT_2013Q4.txt,['primarily solar'],and there ’s still a lot of buildout on get that gas out of the ground and that ’ what i think we ’re see primarily around solar
CAT_2014Q1.txt,['forecast resource'],while initial sign in the global economy appear encouraging we ’ve adjust our forecast for the resource industries segment now expect a 20 decrease from last year as mining order have not show improvement
CAT_2014Q1.txt,['energy transport'],and while we do much well than that in construction in energy transport this quarter i would expect that over time 25 be our objective
CAT_2014Q1.txt,"['energy transport', 'difficult energy']",should i think about this low margin improvement relative to what you post in q1 as drive really by 3 thing more difficult energy transport comp fairly good sized headwind from high incentive comp and then fade headcount benefit
CAT_2014Q1.txt,['believe energy'],i do not believe energy transportation will significantly differ from the first quarter
CAT_2014Q1.txt,['brazil construction'],if we can guy go back to brazil in construction
CAT_2014Q2.txt,['factor resource'],in addition well sale to chlorine aggregate customer be also a factor that part of resource industry tend to be a little more closely align with construction and the particularly in north america that have be perform well so again overall mining sale weak
CAT_2014Q2.txt,['technology autonomous'],just one comment on our resource industry segment in term of its margin this segment be critically important to we and we ’ve make a conscious effort to continue to invest in the technology and autonomous mining and those type of thing as well as our initiative around bucyrus
CAT_2014Q2.txt,['area energy'],we believe the oil and gas sector will perform well in the second half and we expect improvement across various area of the energy and transportation business during that time
CAT_2014Q3.txt,['interim energy'],and interim energy and transportation remember we have several different industry that we ’re serve
CAT_2014Q3.txt,['certain solar'],we have cover about a third of our sale in manufacturing as part of our initial lean effort which be deeply embed in various line like the medium wheel loader line in aurora illinois and wheel excavator in grenoble france as well as in certain solar initiative
CAT_2014Q3.txt,['big electric'],we ’ll have a couple of a big electric power sale that we think will be complete in the fourth quarter at quite a bit low margin than the total
CAT_2014Q3.txt,['emission come'],in the quarter we have emission come next year so the dealer be say that they be have trouble even get inventory out of caterpillar for some of the demand that they would want
CAT_2014Q3.txt,['look solar'],i ’d say it ’ pretty healthy and in fact if you look at solar it ’s not it ’s actually roughly where it be a year ago it ’ not change much during the year if you look at the rest of energy and transportation in the reciprocate engine piece of it it ’ up we have a nice increase in the third quarter and i ’d say it ’ pretty healthy level
CAT_2014Q3.txt,['say energy'],so i would say for energy and transportation we still have a pretty good backlog
CAT_2014Q4.txt,['equipment electric'],in country and some area of the u.s. where oil production be significant for government entity and local economy it will likely negatively affect the sale of construction equipment and our electric power generation business
CAT_2014Q4.txt,['climate work'],overall we think we have do pretty well with the economic and industry climate we have to work with
CAT_2015Q1.txt,['industry energy'],overall sale and revenue in latin america fall 18 with all equipment segment resource industry construction industry and energy and transportation experience double digit decline
CAT_2015Q1.txt,['come solar'],and i just come back from solar in san diego two day ago and get a pretty good briefing
CAT_2015Q1.txt,['turbine compressor'],there be a lot of pressure behind it that ’ require and that be our turbine and compressor in most case
CAT_2015Q1.txt,['brazil construction'],be it your sense that full year pricing may be more like flat come off the strong q1 performance because you have more difficult comp relate to brazil construction the shift to bcp and then what you describe the competitive marketplace
CAT_2015Q1.txt,['emission locomotive'],brad just before you do that i ’d like to come back to that locomotive order that mike mention one of the big six in north america that be a tier 4 order for our new emission locomotive which will be available in 2016
CAT_2015Q2.txt,['customer electric'],sale of industrial engine also decline and just for your reference we sell these industrial engine to agricultural customer electric power packager construction and material handling customer and for a wide variety of other application
CAT_2015Q2.txt,['climate work'],we think we have do pretty well with the economic and industry climate we have to work with
CAT_2015Q2.txt,['expect solar'],i feel like before you say it would be more in the reciprocate engine side and you still expect solar and the marine business to be up
CAT_2015Q2.txt,"['specifically solar', 'solar good']",and then i be sorry your visibility specifically on solar right now and i be assume solar be still good relative
CAT_2015Q2.txt,['happen solar'],that say if you do look at backlog and what be happen you do not see solar fall apart
CAT_2015Q2.txt,['maintain vehicle'],they still need to repair and maintain vehicle but i think they be push it a little hard right now
CAT_2015Q2.txt,['turn efficient'],it would be nice if we have enough increase in volume that it cause inventory to go up from a volume standpoint but all else be equal we be work hard to improve inventory turn and be more efficient
CAT_2015Q3.txt,['coal nuclear'],coal and nuclear not so much but certainly gas will be a big player in that as well
CAT_2015Q3.txt,['term solar'],so this be another really super business for we long term with our solar turbine business which be a key player and provider in compression and elsewhere and over time as the world sort out supply and demand we will enjoy that business again
